account_id,metric_time,metric_name_id,metric_value
3135,2025-11-04 15:39:48.952415,9,97.2
1411,2025-11-22 15:39:48.952516,8,54.31
1574,2025-10-22 15:39:48.952618,6,34.73
2493,2025-09-19 15:39:48.952718,1,95.9
2683,2025-11-25 15:39:48.952833,10,49.23
1614,2025-11-09 15:39:48.952936,5,55.55
504,2025-09-08 15:39:48.953039,10,66.5
1736,2025-11-15 15:39:48.953140,9,8.67
4168,2025-10-18 15:39:48.953241,3,16.28
4655,2025-09-12 15:39:48.953342,2,49.34
4457,2025-10-01 15:39:48.953444,4,57.57
4207,2025-10-19 15:39:48.953546,10,92.78
1026,2025-09-16 15:39:48.953647,6,89.93
2805,2025-11-12 15:39:48.953747,10,25.99
1651,2025-10-07 15:39:48.953848,6,75.22
2760,2025-09-22 15:39:48.953948,5,16.57
1152,2025-10-28 15:39:48.954050,8,70.55
1985,2025-10-14 15:39:48.954151,3,79.99
2316,2025-11-29 15:39:48.954253,6,18.67
4937,2025-10-11 15:39:48.954355,4,75.4
2764,2025-11-30 15:39:48.954456,8,81.26
1088,2025-09-24 15:39:48.954558,2,10.24
2718,2025-09-23 15:39:48.954659,3,0.11
1388,2025-10-07 15:39:48.954759,10,29.18
578,2025-10-19 15:39:48.954859,10,95.76
3363,2025-10-22 15:39:48.954959,10,71.27
452,2025-12-02 15:39:48.955060,1,52.52
2668,2025-10-10 15:39:48.955160,8,71.46
1233,2025-09-26 15:39:48.955260,7,68.05
1628,2025-10-29 15:39:48.955359,7,14.34
2119,2025-10-26 15:39:48.955459,4,65.87
3517,2025-12-01 15:39:48.955561,9,6.87
2617,2025-10-08 15:39:48.955859,9,25.48
2943,2025-10-15 15:39:48.956099,3,94.87
4883,2025-12-03 15:39:48.956238,9,95.44
1412,2025-10-03 15:39:48.956355,2,12.05
3157,2025-10-26 15:39:48.956465,2,66.72
4136,2025-11-19 15:39:48.956574,2,41.09
992,2025-09-10 15:39:48.956682,9,55.96
743,2025-11-02 15:39:48.956807,8,51.54
4883,2025-10-05 15:39:48.956916,7,83.2
2416,2025-11-22 15:39:48.957022,2,4.86
1937,2025-11-19 15:39:48.957128,6,64.64
651,2025-10-28 15:39:48.957233,5,84.07
1747,2025-11-28 15:39:48.957335,5,85.0
930,2025-11-04 15:39:48.957438,1,54.99
1341,2025-09-16 15:39:48.957545,8,16.52
82,2025-11-23 15:39:48.957647,4,33.45
4516,2025-10-31 15:39:48.957749,3,86.71
4450,2025-09-15 15:39:48.957852,6,96.42
2636,2025-11-11 15:39:48.957954,10,77.45
1264,2025-09-16 15:39:48.958057,4,64.97
1651,2025-09-21 15:39:48.958160,3,61.69
1876,2025-10-06 15:39:48.958261,7,29.26
120,2025-10-21 15:39:48.958366,6,90.31
4763,2025-11-24 15:39:48.958468,10,40.64
2391,2025-09-22 15:39:48.958570,4,39.64
3664,2025-11-08 15:39:48.958671,2,13.94
1314,2025-09-09 15:39:48.958775,7,47.62
2145,2025-11-14 15:39:48.958878,9,46.83
4310,2025-10-28 15:39:48.958978,1,69.19
1668,2025-09-30 15:39:48.959081,8,17.3
3588,2025-11-18 15:39:48.959183,8,90.01
3362,2025-09-16 15:39:48.959285,6,22.84
183,2025-09-29 15:39:48.959387,6,64.36
2376,2025-12-03 15:39:48.959522,9,5.04
3148,2025-11-24 15:39:48.959660,7,68.57
3312,2025-10-17 15:39:48.959774,6,66.22
4995,2025-09-15 15:39:48.959881,10,1.21
449,2025-11-17 15:39:48.959986,2,27.7
6,2025-09-27 15:39:48.960089,5,31.78
936,2025-11-07 15:39:48.960191,2,40.64
2964,2025-12-04 15:39:48.960292,8,38.54
4783,2025-11-16 15:39:48.960393,3,60.22
1650,2025-11-21 15:39:48.960494,1,17.6
3442,2025-11-12 15:39:48.960595,7,21.95
53,2025-10-17 15:39:48.960695,3,90.1
3450,2025-09-18 15:39:48.960796,8,41.47
1976,2025-10-20 15:39:48.960901,1,74.55
3012,2025-10-30 15:39:48.961000,8,90.37
2032,2025-11-11 15:39:48.961100,6,1.16
735,2025-10-25 15:39:48.961198,1,97.14
1375,2025-10-06 15:39:48.961297,1,75.3
559,2025-12-04 15:39:48.961395,5,87.4
4041,2025-11-23 15:39:48.961494,5,85.56
838,2025-11-04 15:39:48.961593,4,86.77
2828,2025-11-04 15:39:48.961694,3,28.53
4056,2025-11-24 15:39:48.961795,5,51.84
3041,2025-09-21 15:39:48.961897,1,31.71
4886,2025-12-05 15:39:48.961995,4,92.76
3716,2025-11-08 15:39:48.962093,10,97.78
4000,2025-09-30 15:39:48.962192,3,32.0
4473,2025-10-03 15:39:48.962293,8,49.06
4614,2025-12-07 15:39:48.962394,7,97.12
851,2025-11-11 15:39:48.962491,7,67.29
2876,2025-10-22 15:39:48.962589,1,97.99
1523,2025-09-10 15:39:48.962686,3,63.3
4115,2025-10-04 15:39:48.962785,7,3.3
2927,2025-09-26 15:39:48.962882,8,91.85
1549,2025-11-19 15:39:48.962979,4,86.1
702,2025-11-02 15:39:48.963077,9,68.5
2306,2025-10-24 15:39:48.963175,8,53.86
3977,2025-10-04 15:39:48.963274,5,21.54
4158,2025-12-05 15:39:48.963372,6,0.46
688,2025-09-20 15:39:48.963469,10,93.23
4181,2025-09-22 15:39:48.963567,8,3.12
899,2025-11-15 15:39:48.963664,1,6.44
442,2025-10-18 15:39:48.963760,10,97.57
4175,2025-11-05 15:39:48.963857,5,48.4
2803,2025-11-12 15:39:48.963954,7,13.04
4855,2025-11-20 15:39:48.964050,8,99.92
1367,2025-10-18 15:39:48.964150,3,7.87
4950,2025-11-15 15:39:48.964247,2,64.24
4068,2025-11-13 15:39:48.964345,1,79.83
4190,2025-12-02 15:39:48.964445,6,74.68
3576,2025-12-06 15:39:48.964543,1,62.02
2104,2025-09-11 15:39:48.964639,8,7.46
780,2025-11-26 15:39:48.964740,2,59.56
278,2025-11-09 15:39:48.964839,7,82.75
3270,2025-10-03 15:39:48.964939,8,84.5
3313,2025-10-30 15:39:48.965039,10,45.87
3682,2025-10-17 15:39:48.965137,10,34.12
4093,2025-10-20 15:39:48.965240,4,7.31
864,2025-09-29 15:39:48.965342,5,51.54
3417,2025-09-21 15:39:48.965442,6,60.67
2595,2025-12-06 15:39:48.965541,1,77.61
1427,2025-12-04 15:39:48.965640,4,44.18
1,2025-12-05 15:39:48.965740,7,63.59
1248,2025-09-18 15:39:48.965840,3,7.52
1126,2025-11-06 15:39:48.965941,3,0.11
405,2025-11-01 15:39:48.966042,1,35.39
1722,2025-11-01 15:39:48.966145,6,17.9
2611,2025-11-12 15:39:48.966247,3,53.49
4190,2025-10-22 15:39:48.966348,6,74.24
4788,2025-12-01 15:39:48.966449,2,75.51
2301,2025-09-11 15:39:48.966550,5,84.69
497,2025-10-08 15:39:48.966651,7,95.65
1158,2025-10-09 15:39:48.966753,9,90.53
3636,2025-11-30 15:39:48.966854,7,79.71
3674,2025-10-22 15:39:48.966952,8,15.14
4546,2025-12-02 15:39:48.967052,4,48.8
1913,2025-11-23 15:39:48.967151,1,81.0
2666,2025-12-01 15:39:48.967254,4,20.51
3368,2025-11-18 15:39:48.967359,10,20.29
3540,2025-09-12 15:39:48.967459,1,57.6
3543,2025-11-01 15:39:48.967558,8,18.78
2367,2025-11-15 15:39:48.967657,3,59.47
1247,2025-10-22 15:39:48.967756,1,30.43
3936,2025-12-04 15:39:48.967856,7,83.01
1522,2025-11-18 15:39:48.967955,2,41.4
266,2025-10-27 15:39:48.968057,2,83.14
3916,2025-11-09 15:39:48.968157,6,85.21
1865,2025-09-08 15:39:48.968258,7,18.44
4351,2025-10-15 15:39:48.968358,6,44.24
1338,2025-09-22 15:39:48.968458,2,42.2
4994,2025-10-13 15:39:48.968557,7,64.86
3205,2025-11-18 15:39:48.968656,3,44.88
4864,2025-09-29 15:39:48.968756,3,62.85
83,2025-09-19 15:39:48.968854,10,17.52
2181,2025-10-30 15:39:48.968952,6,76.68
1806,2025-10-14 15:39:48.969049,3,98.45
1412,2025-09-15 15:39:48.969144,4,93.84
1660,2025-10-01 15:39:48.969240,9,99.28
3750,2025-11-30 15:39:48.969338,3,2.01
402,2025-10-25 15:39:48.969434,6,15.53
4826,2025-09-08 15:39:48.969706,4,14.19
833,2025-10-26 15:39:48.969882,2,2.93
990,2025-12-01 15:39:48.970006,5,63.1
190,2025-11-13 15:39:48.970125,3,57.62
3406,2025-09-08 15:39:48.970239,8,65.4
3555,2025-10-09 15:39:48.970354,5,80.17
3243,2025-09-18 15:39:48.970464,8,75.29
487,2025-11-28 15:39:48.970581,3,67.73
3227,2025-10-17 15:39:48.970691,6,14.64
4672,2025-09-08 15:39:48.970807,1,29.87
4733,2025-11-14 15:39:48.970916,7,97.9
4213,2025-10-06 15:39:48.971031,10,22.57
1698,2025-11-06 15:39:48.971141,5,77.45
4185,2025-09-21 15:39:48.971252,6,35.05
1955,2025-10-28 15:39:48.971361,2,43.87
1901,2025-11-12 15:39:48.971468,6,54.31
305,2025-11-18 15:39:48.971573,10,1.27
2773,2025-10-10 15:39:48.971681,2,11.42
4310,2025-10-12 15:39:48.971785,6,64.25
4883,2025-10-18 15:39:48.971890,8,53.11
1088,2025-09-25 15:39:48.972052,5,59.88
4424,2025-09-17 15:39:48.972159,9,21.59
2809,2025-09-20 15:39:48.972258,4,32.39
1622,2025-10-03 15:39:48.972358,6,68.16
3587,2025-09-20 15:39:48.972455,9,30.92
1563,2025-11-11 15:39:48.972554,6,52.97
2159,2025-09-29 15:39:48.972656,10,79.66
751,2025-11-18 15:39:48.972757,10,16.13
3725,2025-11-17 15:39:48.972855,9,91.77
3090,2025-11-11 15:39:48.972955,5,67.87
1936,2025-10-03 15:39:48.973054,3,43.05
874,2025-10-06 15:39:48.973158,6,24.38
4615,2025-11-12 15:39:48.973255,8,98.23
3900,2025-09-29 15:39:48.973357,2,16.22
3283,2025-10-20 15:39:48.973456,4,85.78
3751,2025-10-15 15:39:48.973557,10,92.99
4736,2025-09-13 15:39:48.973658,3,92.02
1594,2025-10-24 15:39:48.973758,1,14.2
2954,2025-09-28 15:39:48.973858,3,33.33
1157,2025-11-27 15:39:48.973957,1,32.12
3574,2025-10-27 15:39:48.974056,2,34.03
1632,2025-12-07 15:39:48.974157,6,16.92
4047,2025-10-23 15:39:48.974256,9,19.97
2868,2025-10-24 15:39:48.974355,7,21.03
4348,2025-11-08 15:39:48.974453,8,78.84
1523,2025-11-09 15:39:48.974553,7,28.3
2322,2025-10-19 15:39:48.974652,10,92.63
1993,2025-11-24 15:39:48.974752,4,41.34
680,2025-10-04 15:39:48.974850,3,47.71
298,2025-11-05 15:39:48.974949,2,5.3
1228,2025-12-04 15:39:48.975048,3,84.56
3120,2025-11-19 15:39:48.975151,8,34.04
1388,2025-12-03 15:39:48.975248,10,79.71
1218,2025-11-27 15:39:48.975346,6,54.77
2794,2025-10-05 15:39:48.975446,1,24.7
2723,2025-10-05 15:39:48.975546,1,36.66
4080,2025-10-03 15:39:48.975642,9,94.21
2237,2025-10-13 15:39:48.975739,2,72.89
3443,2025-09-30 15:39:48.975835,8,31.43
1214,2025-09-15 15:39:48.975930,6,0.46
1632,2025-11-09 15:39:48.976026,4,51.7
635,2025-09-25 15:39:48.976121,7,24.25
629,2025-09-21 15:39:48.976218,1,7.08
2246,2025-11-10 15:39:48.976315,9,11.19
364,2025-12-01 15:39:48.976410,2,75.81
2526,2025-11-24 15:39:48.976506,2,77.92
4776,2025-10-28 15:39:48.976600,4,48.81
2306,2025-11-15 15:39:48.976698,1,34.93
2900,2025-10-12 15:39:48.976794,6,80.14
1814,2025-12-07 15:39:48.976891,4,30.99
4656,2025-11-01 15:39:48.976989,3,16.11
2177,2025-09-25 15:39:48.977085,8,71.9
1388,2025-11-07 15:39:48.977183,8,55.14
4906,2025-09-17 15:39:48.977280,5,19.29
1088,2025-11-15 15:39:48.977377,3,8.59
3927,2025-11-02 15:39:48.977474,3,11.61
3652,2025-10-10 15:39:48.977570,3,55.64
2625,2025-09-18 15:39:48.977666,5,73.99
2465,2025-12-07 15:39:48.977763,4,68.6
1324,2025-10-25 15:39:48.977866,9,77.08
360,2025-10-09 15:39:48.977982,4,39.28
3999,2025-09-17 15:39:48.978080,3,40.02
4702,2025-10-13 15:39:48.978179,10,25.51
3353,2025-12-04 15:39:48.978276,8,49.24
4347,2025-09-24 15:39:48.978375,4,44.03
2207,2025-10-30 15:39:48.978473,2,89.73
3569,2025-09-24 15:39:48.978572,10,30.1
591,2025-09-09 15:39:48.978689,7,58.33
2644,2025-10-27 15:39:48.978788,1,95.1
2901,2025-10-08 15:39:48.978899,1,1.82
3756,2025-10-04 15:39:48.978997,2,96.16
1691,2025-10-11 15:39:48.979098,7,69.38
2889,2025-09-16 15:39:48.979208,1,88.78
3420,2025-09-12 15:39:48.979305,6,90.19
2602,2025-09-11 15:39:48.979405,1,83.24
2031,2025-10-21 15:39:48.979574,9,72.5
1836,2025-09-28 15:39:48.979873,3,47.96
3148,2025-10-30 15:39:48.980016,10,60.16
3232,2025-11-21 15:39:48.980139,4,39.72
2973,2025-11-19 15:39:48.980260,2,93.24
2760,2025-10-26 15:39:48.980381,7,45.95
4556,2025-11-26 15:39:48.980496,1,19.28
4762,2025-10-14 15:39:48.980613,10,67.28
248,2025-11-28 15:39:48.980726,6,76.14
4788,2025-09-09 15:39:48.980885,1,70.54
4485,2025-10-07 15:39:48.981026,10,55.2
3461,2025-11-24 15:39:48.981145,10,92.01
819,2025-10-23 15:39:48.981249,5,1.96
808,2025-11-02 15:39:48.981354,10,86.08
3738,2025-10-16 15:39:48.981459,10,11.22
1527,2025-09-13 15:39:48.981561,9,52.49
4530,2025-11-05 15:39:48.981665,9,53.18
345,2025-10-31 15:39:48.981767,2,62.72
3049,2025-10-15 15:39:48.981870,7,67.38
2745,2025-09-26 15:39:48.981974,3,4.21
4768,2025-09-13 15:39:48.982076,9,59.48
623,2025-10-17 15:39:48.982179,3,80.45
1871,2025-09-22 15:39:48.982280,10,25.78
3517,2025-11-15 15:39:48.982383,8,63.05
2193,2025-11-07 15:39:48.982482,2,56.51
2367,2025-09-08 15:39:48.982586,4,10.45
4425,2025-11-21 15:39:48.982686,10,92.37
2273,2025-11-27 15:39:48.982785,3,53.77
2721,2025-10-27 15:39:48.982887,5,1.8
3500,2025-09-13 15:39:48.982988,2,73.09
272,2025-10-12 15:39:48.983090,2,46.41
3495,2025-11-08 15:39:48.983192,8,88.03
1187,2025-09-18 15:39:48.983293,3,21.53
1332,2025-11-27 15:39:48.983393,2,56.9
2896,2025-11-25 15:39:48.983496,4,21.81
4480,2025-11-21 15:39:48.983598,8,96.18
2421,2025-10-03 15:39:48.983705,4,46.98
3640,2025-09-09 15:39:48.983812,8,64.26
1503,2025-10-19 15:39:48.983918,7,31.91
4928,2025-10-19 15:39:48.984023,9,47.58
530,2025-12-02 15:39:48.984134,1,53.72
4439,2025-09-29 15:39:48.984250,6,58.94
1560,2025-11-30 15:39:48.984352,10,51.46
4956,2025-11-09 15:39:48.984453,4,37.57
2964,2025-10-12 15:39:48.984552,1,27.22
4115,2025-10-07 15:39:48.984652,9,48.5
3267,2025-09-11 15:39:48.984753,9,13.3
4466,2025-12-07 15:39:48.984854,3,54.0
2404,2025-11-15 15:39:48.984954,6,38.43
323,2025-10-15 15:39:48.985054,10,28.02
4285,2025-10-25 15:39:48.985153,9,25.41
2850,2025-10-01 15:39:48.985253,4,6.49
3571,2025-09-23 15:39:48.985354,2,72.91
3120,2025-10-27 15:39:48.985455,6,18.93
761,2025-11-19 15:39:48.985554,5,37.04
3872,2025-10-30 15:39:48.985656,2,37.33
3258,2025-10-20 15:39:48.985756,7,59.12
3775,2025-10-20 15:39:48.985855,5,20.3
2804,2025-10-09 15:39:48.985957,6,31.01
301,2025-10-07 15:39:48.986058,1,19.3
3612,2025-11-14 15:39:48.986158,5,36.38
2708,2025-11-22 15:39:48.986257,4,85.29
3672,2025-10-15 15:39:48.986357,7,44.44
4912,2025-11-06 15:39:48.986456,1,5.4
3410,2025-11-24 15:39:48.986556,2,87.15
3373,2025-10-15 15:39:48.986655,1,30.1
1961,2025-10-13 15:39:48.986757,9,49.55
2772,2025-10-26 15:39:48.986857,5,46.81
36,2025-12-06 15:39:48.986957,1,42.56
3950,2025-11-15 15:39:48.987060,9,17.88
3815,2025-12-04 15:39:48.987159,7,73.15
1009,2025-12-03 15:39:48.987260,7,83.13
2859,2025-09-29 15:39:48.987359,6,83.86
3766,2025-09-19 15:39:48.987458,6,70.56
228,2025-11-23 15:39:48.987557,5,3.09
1696,2025-09-28 15:39:48.987656,6,68.92
2346,2025-09-13 15:39:48.987758,7,56.58
300,2025-11-05 15:39:48.987858,4,90.54
2805,2025-09-08 15:39:48.987959,1,28.97
4567,2025-09-30 15:39:48.988058,1,91.14
221,2025-10-26 15:39:48.988158,8,16.83
3216,2025-10-30 15:39:48.988260,9,68.43
408,2025-12-04 15:39:48.988370,2,42.0
2623,2025-10-06 15:39:48.988476,10,33.59
1976,2025-11-19 15:39:48.988586,10,26.81
4279,2025-09-20 15:39:48.988693,10,8.51
3482,2025-11-17 15:39:48.988795,2,95.78
4472,2025-10-07 15:39:48.988901,3,11.05
852,2025-09-28 15:39:48.989012,6,13.18
4546,2025-11-02 15:39:48.989117,10,35.48
2908,2025-11-12 15:39:48.989217,2,24.37
1395,2025-11-15 15:39:48.989316,2,1.09
4606,2025-09-17 15:39:48.989415,5,78.63
2286,2025-10-19 15:39:48.989515,4,96.5
3587,2025-09-13 15:39:48.989619,6,9.67
133,2025-12-05 15:39:48.989718,3,58.12
4675,2025-11-08 15:39:48.989816,6,84.49
775,2025-10-04 15:39:48.989914,4,17.91
2770,2025-11-05 15:39:48.990013,5,54.4
4826,2025-09-18 15:39:48.990112,2,56.33
2327,2025-11-11 15:39:48.990212,10,2.78
924,2025-11-26 15:39:48.990310,9,52.36
1012,2025-09-09 15:39:48.990409,5,3.86
1515,2025-10-28 15:39:48.990507,6,67.18
3108,2025-09-29 15:39:48.990606,5,94.95
1865,2025-10-16 15:39:48.990706,6,0.69
2075,2025-11-22 15:39:48.990805,1,8.2
4480,2025-10-01 15:39:48.990904,3,74.65
3532,2025-11-20 15:39:48.991007,2,77.11
411,2025-11-19 15:39:48.991106,9,10.33
2683,2025-09-24 15:39:48.991205,3,46.96
1735,2025-10-15 15:39:48.991305,10,96.27
4288,2025-11-21 15:39:48.991405,1,52.45
389,2025-12-06 15:39:48.991505,1,62.09
826,2025-10-25 15:39:48.991604,6,56.99
3552,2025-09-10 15:39:48.991703,5,44.86
4530,2025-11-13 15:39:48.991803,6,67.85
3900,2025-10-16 15:39:48.991903,1,85.64
1525,2025-09-22 15:39:48.992002,9,58.43
769,2025-10-09 15:39:48.992100,4,81.84
2600,2025-10-01 15:39:48.992200,10,37.95
4268,2025-10-04 15:39:48.992298,3,14.82
930,2025-11-02 15:39:48.992404,4,51.89
2190,2025-10-08 15:39:48.992512,8,6.54
1705,2025-11-05 15:39:48.992620,8,12.3
4072,2025-10-29 15:39:48.992724,9,54.35
579,2025-11-29 15:39:48.992831,6,14.61
4521,2025-10-20 15:39:48.992937,7,47.11
2108,2025-09-09 15:39:48.993040,1,28.84
3110,2025-12-02 15:39:48.993143,5,74.66
818,2025-10-04 15:39:48.993246,10,74.27
2687,2025-11-25 15:39:48.993354,7,33.05
407,2025-09-10 15:39:48.993457,1,90.06
2927,2025-10-10 15:39:48.993563,6,93.43
3914,2025-10-09 15:39:48.993671,4,0.65
428,2025-11-07 15:39:48.993778,3,60.71
303,2025-10-02 15:39:48.993881,3,30.87
516,2025-10-29 15:39:48.993984,6,32.24
4562,2025-10-31 15:39:48.994086,2,3.87
905,2025-11-18 15:39:48.994193,5,5.32
284,2025-10-19 15:39:48.994296,1,76.1
4843,2025-11-26 15:39:48.994401,2,82.44
3744,2025-11-19 15:39:48.994511,6,88.2
1992,2025-10-19 15:39:48.994615,4,35.86
2166,2025-10-27 15:39:48.994720,1,23.86
3219,2025-09-10 15:39:48.994825,2,49.69
4275,2025-09-28 15:39:48.994929,7,13.44
4562,2025-12-03 15:39:48.995030,1,75.54
2617,2025-11-25 15:39:48.995135,2,21.14
2801,2025-11-28 15:39:48.995239,9,37.97
2480,2025-10-08 15:39:48.995349,5,34.68
592,2025-11-17 15:39:48.995457,7,1.95
4282,2025-10-07 15:39:48.995560,1,54.7
4126,2025-09-18 15:39:48.995665,9,88.43
3823,2025-11-10 15:39:48.995774,9,58.01
3232,2025-09-26 15:39:48.995878,1,79.01
2729,2025-10-06 15:39:48.995988,1,61.6
2909,2025-10-14 15:39:48.996092,9,3.71
1009,2025-09-28 15:39:48.996197,2,67.17
1537,2025-11-06 15:39:48.996301,8,51.17
4539,2025-09-09 15:39:48.996416,3,66.59
3062,2025-12-01 15:39:48.996520,7,22.88
4614,2025-11-12 15:39:48.996627,4,56.24
146,2025-09-09 15:39:48.996735,3,78.49
3565,2025-09-24 15:39:48.996837,6,87.98
2723,2025-10-13 15:39:48.996940,8,92.65
3591,2025-09-11 15:39:48.997046,6,8.23
4579,2025-09-13 15:39:48.997150,6,48.83
3469,2025-09-11 15:39:48.997254,8,47.2
678,2025-11-01 15:39:48.997363,10,71.17
2193,2025-12-07 15:39:48.997467,4,50.27
1416,2025-09-10 15:39:48.997568,6,99.21
3041,2025-09-30 15:39:48.997666,6,99.96
3120,2025-11-07 15:39:48.997765,2,30.53
3698,2025-11-20 15:39:48.997865,10,58.52
1777,2025-09-11 15:39:48.997964,3,40.98
4093,2025-11-25 15:39:48.998064,5,14.82
3249,2025-11-25 15:39:48.998166,7,80.53
4015,2025-12-07 15:39:48.998266,5,28.34
911,2025-10-17 15:39:48.998366,9,49.47
3059,2025-10-09 15:39:48.998467,4,51.04
707,2025-09-19 15:39:48.998567,4,1.82
4304,2025-10-30 15:39:48.998669,2,77.72
327,2025-12-05 15:39:48.998769,6,43.34
4246,2025-10-06 15:39:48.998871,6,82.72
4098,2025-10-18 15:39:48.998969,3,58.4
3552,2025-11-22 15:39:48.999071,1,26.79
4373,2025-10-01 15:39:48.999172,3,67.47
1484,2025-12-05 15:39:48.999270,2,49.87
4545,2025-09-12 15:39:48.999371,7,52.94
1302,2025-10-29 15:39:48.999470,2,98.75
2276,2025-10-15 15:39:48.999575,8,47.96
4957,2025-11-17 15:39:48.999674,9,17.8
3596,2025-11-02 15:39:48.999773,4,44.09
1933,2025-10-26 15:39:48.999872,7,74.0
1424,2025-10-19 15:39:48.999972,2,26.95
1945,2025-09-16 15:39:49.000072,6,13.35
158,2025-11-22 15:39:49.000171,3,84.22
4414,2025-11-26 15:39:49.000269,9,83.48
4591,2025-12-02 15:39:49.000367,9,32.91
4138,2025-11-04 15:39:49.000466,2,47.33
4717,2025-10-11 15:39:49.000565,2,6.0
4332,2025-10-20 15:39:49.000664,1,94.28
4649,2025-09-29 15:39:49.000767,8,39.76
1058,2025-11-14 15:39:49.000870,2,4.25
4710,2025-09-20 15:39:49.000968,6,17.11
575,2025-09-23 15:39:49.001067,7,7.19
272,2025-10-09 15:39:49.001165,3,28.47
650,2025-09-11 15:39:49.001264,10,20.78
1639,2025-11-28 15:39:49.001363,1,57.95
2049,2025-10-30 15:39:49.001462,9,47.79
3543,2025-10-27 15:39:49.001564,9,30.04
2266,2025-10-09 15:39:49.001671,1,18.68
4436,2025-09-28 15:39:49.001773,10,19.51
108,2025-12-07 15:39:49.001877,8,52.55
4299,2025-11-03 15:39:49.001981,3,39.86
655,2025-11-26 15:39:49.002081,1,44.55
2180,2025-12-06 15:39:49.002180,6,99.38
3262,2025-09-18 15:39:49.002279,5,49.49
